dim_campaign_key,campaign_id,campaign_name,campaign_message_type,campaign_start_date,campaign_end_date,campaign_target_count,message_content,campaign_source,campaign_window_id,campaign_target_count_delivered,campaign_window_name,segment_code,segment_desc,is_control
5236,100002850,1 [Additional SMS] 20170927-6-9SPA-ALL-ALL AGE GROUP-WE/WD-TBS CENTRAL PARK JAKARTA,ENGAGE - SMS,00:00.0,,13042,"BETTER EXPERIENCE, MORE HAPPINESS! Enjoy NEW shopping experience on 5 Oct 17 at our store in Central Park Mall Jakarta, LG Floor Unit L 239. See you there.",5,1000000282,13041,SPA Repush Additional SMS Reopening Store CPJ - WED - 04102017,104558,[Additional SMS] 20170927-6-9SPA-ALL-ALL AGE GROUP-WE/WD-TBS CENTRAL PARK JAKARTA,FALSE
5237,100002857,1 :[Additional SMS] 20170927-1-9SPA-ALL-ALL AGE GROUP-WE/WD-TBS Sogo Pondok Indah Mall,ENGAGE - SMS,00:00.0,00:00.0,5603,"We're still at SOGO Pondok Indah Mall 2! Find us in the cosmetic area, near cashier. Visit us & see our latest offers or try our NEW products. Happy shopping!",5,1000000286,5602,SPA Repush Additional SMS Relocation SOGO PIM - WED - 27092017,104732,[Additional SMS] 20170927-1-9SPA-ALL-ALL AGE GROUP-WE/WD-TBS Sogo Pondok Indah Mall,FALSE
5239,100002851,1 [Additional SMS] 20170929-4-10HAIR-ALL-ALL AGE GROUP-WE/WD-New ID AEON Jakarta Garden City,ENGAGE - SMS,00:00.0,00:00.0,27383,"Hello, We're opening our NEW store at AEON Mall Jakarta Garden City. Enjoy 10% DISC (excl. Skincare) & exclusive offers just for you, 30Sep-8Oct17. T&C Apply.",5,1000000283,27185,SPA Repush Additional SMS Opening Store AEON JKT - FRI - 29092017,104556,[Additional SMS] 20170929-4-10HAIR-ALL-ALL AGE GROUP-WE/WD-New ID AEON Jakarta Garden City,FALSE
5240,100002858,1 [Additional SMS] 20171002-1-9SPA-ALL-ALL AGE GROUP-WE/WD-NEW CATALOGUE REDEMPTION,ENGAGE - SMS,00:00.0,00:00.0,77084,IT'S TIME TO REDEEM YOUR POINTS! Use your points now to get your favorite products. Available in store & online. T&C Apply. Redeem now: bit.ly/rde3m,5,1000000287,76697,SPA Repush Additional SMS Redemption Q4 - 02102017,105049,[Additional SMS] 20171002-1-9SPA-ALL-ALL AGE GROUP-WE/WD-NEW CATALOGUE REDEMPTION,FALSE
5244,102178,17-6RMD1-ALL TARGET ACTIVE_control,CONTROL,00:00.0,00:00.0,24749,,7,102178,24749,17-6RMD1-ALL TARGET ACTIVE_control,102178,17-6RMD1-ALL TARGET ACTIVE_control,TRUE
5245,102604,17-6RMD2-ALL TARGET ACTIVE_control,CONTROL,00:00.0,00:00.0,32769,,7,102604,32769,17-6RMD2-ALL TARGET ACTIVE_control,102604,17-6RMD2-ALL TARGET ACTIVE_control,TRUE
5246,104100,17-8SALE-CONTROL GROUP ACTIVE,CONTROL,00:00.0,00:00.0,35911,,7,104100,35911,17-8SALE-CONTROL GROUP ACTIVE,104100,17-8SALE-CONTROL GROUP ACTIVE,TRUE
5249,100002912,Hair Care 1st Window Push Notification - FRI - 06102017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,82991,Scrub For Your Hair? Why Not,5,1000000291,82766,Hair Care 1st Window Push Notification - FRI - 06102017,105443,20171006-1-10HAIR-ALL-ALL AGE GROUP-WE/WD-Push Notification #1,FALSE
5252,100002915,1 20171011-10Hair-Shopping Rally 1-FAN-SMS,ENGAGE - SMS,00:00.0,00:00.0,5366,Don't lose your chance to win iPhone7 in our shopping rally program. Buy our NEW Hair Care range until 25 Oct 17 to stay in the race. Shop now: bit.ly/2x65d5,5,1000000293,5365,Hair Care 3rd Additional Shopping Rally - WED - 11102017,104182,20171011-10Hair-Shopping Rally 1-FAN-SMS,FALSE
5253,100002917,Hair Care 2nd Window Push Notification - WED - 11102017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,82991,Your Sensitive Skin Saviour,5,1000000294,81543,Hair Care 2nd Window Push Notification - WED - 11102017,105444,20171011-2-10HAIR-ALL-ALL AGE GROUP-WE/WD-Push Notification #2,FALSE
5254,100002948,Hair Care 3rd Window Push Notification - Fri - 13102017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,82991,"Just Click, Mix, and Play!",5,1000000296,82698,Hair Care 3rd Window Push Notification - Fri - 13102017,105445,20171013-3-10HAIR-ALL-ALL AGE GROUP-WE/WD-Push Notification #3,FALSE
5256,100002920,"3 20171012-10HAIR-LC 1,3,5-3-WE-LYBC CLUB-GenX+Seniors-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,10686,"SENSITIVE SKIN SAVIOUR! NEW Aloe Multi-Use Soothing Gel 200ml, face and body gel moisturiser that helps soothe dry, sensitive skin. Buy now: bit.ly/2xC4BR0",5,1000000295,10684,Hair Care 3rd Window SMS - THU - 12102017,104893,20171012-10HAIR-LC 1 3 5-3-WE-LYBC CLUB-GenX+Seniors-NPD Aloe Vera Multi Gel 200ML,FALSE
5258,100002922,"5 20171012-10HAIR-LC 1,3,5-5-WE-LYBC CLUB-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,29619,"Soothe dry and sensitive skin with NEW Aloe Multi-Use Soothing Gel 200ml. Moisturising agent for your skin, from head to toe. Get yours here: bit.ly/2xC4BR0",5,1000000295,29610,Hair Care 3rd Window SMS - THU - 12102017,104895,20171012-10HAIR-LC 1 3 5-5-WE-LYBC CLUB-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML,FALSE
5260,100002924,"7 20171012-10HAIR-LC 1,3,5-7-WE-LYBC FAN-All Age Group-NPD Aloe Vera",ENGAGE - SMS,00:00.0,00:00.0,106,"SENSITIVE SKIN SAVIOUR! NEW Aloe Multi-Use Soothing Gel 200ml, face and body gel moisturiser that helps soothe dry, sensitive skin. Buy now: bit.ly/2xC4BR0",5,1000000295,106,Hair Care 3rd Window SMS - THU - 12102017,104897,20171012-10HAIR-LC 1 3 5-7-WE-LYBC FAN-All Age Group-NPD Aloe Vera,FALSE
5261,100002925,"8 20171012-10HAIR-LC 1,3,5-8-WE-LYBC FAN-All Age Group-Trade Your Old Lipstick & Get Special Price f",ENGAGE - SMS,00:00.0,00:00.0,636,Trade your OLD Lipstick! Tukarkan Lipstik lama Anda ke toko kami & dapatkan HARGA SPESIAL untuk Lip Palette HANYA 269k (Regular 349k) s/d 25 Oct 17. T&C Apply.,5,1000000295,636,Hair Care 3rd Window SMS - THU - 12102017,104898,20171012-10HAIR-LC 1 3 5-8-WE-LYBC FAN-All Age Group-Trade Your Old Lipstick & Get Special Price for,FALSE
5262,100002926,"9 20171012-10HAIR-LC 1,3,5-9-WE-LYBC FAN-GenX+Seniors-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,970,"SENSITIVE SKIN SAVIOUR! NEW Aloe Multi-Use Soothing Gel 200ml, face and body gel moisturiser that helps soothe dry, sensitive skin. Buy now: bit.ly/2xC4BR0",5,1000000295,970,Hair Care 3rd Window SMS - THU - 12102017,104899,20171012-10HAIR-LC 1 3 5-9-WE-LYBC FAN-GenX+Seniors-NPD Aloe Vera Multi Gel 200ML,FALSE
5264,100002928,"11 20171012-10HAIR-LC 1,3,5-11-WE-LYBC FAN-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,1315,"Soothe dry and sensitive skin with NEW Aloe Multi-Use Soothing Gel 200ml. Moisturising agent for your skin, from head to toe. Get yours here: bit.ly/2xC4BR0",5,1000000295,1315,Hair Care 3rd Window SMS - THU - 12102017,104889,20171012-10HAIR-LC 1 3 5-11-WE-LYBC FAN-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML,FALSE
5266,100002930,"13 20171012-10HAIR-LC 2,4,6-13-WE-LYBC CLUB-All Age Group-Reminder Body Mist",ENGAGE - SMS,00:00.0,00:00.0,4397,Feel a gentle burst of sweet fruity and fresh flower! Spray it anytime and let the scents of Strawberry/Moringa/Vanilla linger on you. Buy here: bit.ly/2yfBbIV,5,1000000295,4306,Hair Care 3rd Window SMS - THU - 12102017,104900,20171012-10HAIR-LC 2 4 6-13-WE-LYBC CLUB-All Age Group-Reminder Body Mist,FALSE
5268,100002951,"2 20171016-10HAIR-LC 3,5-2-WD-LYBC CLUB-All Age Group-Trade Your Old Lipstick & Get Special Price fo",ENGAGE - SMS,00:00.0,00:00.0,3703,Trade your OLD Lipstick! Tukarkan Lipstik lama Anda ke toko kami & dapatkan HARGA SPESIAL untuk Lip Palette HANYA 269k (Regular 349k) s/d 25 Oct 17. T&C Apply.,5,1000000298,3703,Hair Care 4th Window SMS - MON - 16102017,104937,"20171016-10HAIR-LC 3,5-2-WD-LYBC CLUB-All Age Group-Trade Your Old Lipstick & Get Special Price for",FALSE
5269,100002952,"3 20171016-10HAIR-LC 3,5-3-WD-LYBC CLUB-GenX+Senior-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,3321,"SENSITIVE SKIN SAVIOUR! NEW Aloe Multi-Use Soothing Gel 200ml, face and body gel moisturiser that helps soothe dry, sensitive skin. Buy now: bit.ly/2xC4BR0",5,1000000298,3321,Hair Care 4th Window SMS - MON - 16102017,104938,"20171016-10HAIR-LC 3,5-3-WD-LYBC CLUB-GenX+Senior-NPD Aloe Vera Multi Gel 200ML",FALSE
5270,100002953,"4 20171016-10HAIR-LC 3,5-4-WD-LYBC CLUB-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,9013,"Soothe dry and sensitive skin with NEW Aloe Multi-Use Soothing Gel 200ml. Moisturising agent for your skin, from head to toe. Get yours here: bit.ly/2xC4BR0",5,1000000298,9013,Hair Care 4th Window SMS - MON - 16102017,104939,"20171016-10HAIR-LC 3,5-4-WD-LYBC CLUB-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML",FALSE
5272,100002955,"6 20171016-10HAIR-LC 3,5-6-WD-LYBC FAN-All Age Group-Trade Your Old Lipstick & Get Special Price for",ENGAGE - SMS,00:00.0,00:00.0,76,Trade your OLD Lipstick! Tukarkan Lipstik lama Anda ke toko kami & dapatkan HARGA SPESIAL untuk Lip Palette HANYA 269k (Regular 349k) s/d 25 Oct 17. T&C Apply.,5,1000000298,76,Hair Care 4th Window SMS - MON - 16102017,104941,"20171016-10HAIR-LC 3,5-6-WD-LYBC FAN-All Age Group-Trade Your Old Lipstick & Get Special Price for L",FALSE
5273,100002956,"7 20171016-10HAIR-LC 3,5-7-WD-LYBC FAN-GenX+Senior-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,92,"SENSITIVE SKIN SAVIOUR!! NEW Aloe Multi-Use Soothing Gel 200ml, face and body gel moisturiser that helps soothe dry, sensitive skin. Buy now: bit.ly/2xC4BR0",5,1000000298,92,Hair Care 4th Window SMS - MON - 16102017,104942,"20171016-10HAIR-LC 3,5-7-WD-LYBC FAN-GenX+Senior-NPD Aloe Vera Multi Gel 200ML",FALSE
5274,100002957,"8 20171016-10HAIR-LC 3,5-8-WD-LYBC FAN-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,105,"Soothe dry and sensitive skin with NEW Aloe Multi-Use Soothing Gel 200ml. Moisturising agent for your skin, from head to toe. Get yours here: bit.ly/2xC4BR0",5,1000000298,105,Hair Care 4th Window SMS - MON - 16102017,104943,"20171016-10HAIR-LC 3,5-8-WD-LYBC FAN-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML",FALSE
5275,100002958,"9 20171016-10HAIR-LC 2,4,6-9-WD-LYBC CLUB-All Age Group-Reminder Body Mist",ENGAGE - SMS,00:00.0,00:00.0,13223,Feel a gentle burst of sweet fruity and fresh flower! Spray it anytime and let the scents of Strawberry/Moringa/Vanilla linger on you. Buy here: bit.ly/2yfBbIV,5,1000000298,13222,Hair Care 4th Window SMS - MON - 16102017,104935,"20171016-10HAIR-LC 2,4,6-9-WD-LYBC CLUB-All Age Group-Reminder Body Mist",FALSE
5276,100002959,"10 20171016-10HAIR-LC 2,4,6-10-WD-LYBC CLUB-All Age Group-Reminder Shower Gel",ENGAGE - SMS,00:00.0,00:00.0,7565,Have you tried our Shower Gel yet? Start your morning with the gorgeous Olive or British Rose scents. Choose your favorite. Shop here now: bit.ly/2hzjdYj,5,1000000298,7565,Hair Care 4th Window SMS - MON - 16102017,104918,"20171016-10HAIR-LC 2,4,6-10-WD-LYBC CLUB-All Age Group-Reminder Shower Gel",FALSE
5277,100002960,"11 20171016-10HAIR-LC 2,4,6-11-WD-LYBC CLUB-All Age Group-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,1632,"SENSITIVE SKIN SAVIOUR! NEW Aloe Multi-Use Soothing Gel 200ml, face and body gel moisturiser that helps soothe dry, sensitive skin. Buy now: bit.ly/2xC4BR0",5,1000000298,1632,Hair Care 4th Window SMS - MON - 16102017,104919,"20171016-10HAIR-LC 2,4,6-11-WD-LYBC CLUB-All Age Group-NPD Aloe Vera Multi Gel 200ML",FALSE
5278,100002961,"12 20171016-10HAIR-LC 2,4,6-13-WD-LYBC CLUB-All Age Group-Trade Your Old Lipstick & Get Special Pric",ENGAGE - SMS,00:00.0,00:00.0,22606,Trade your OLD Lipstick! Tukarkan Lipstik lama Anda ke toko kami & dapatkan HARGA SPESIAL untuk Lip Palette HANYA 269k (Regular 349k) s/d 25 Oct 17. T&C Apply.,5,1000000298,22606,Hair Care 4th Window SMS - MON - 16102017,104921,"20171016-10HAIR-LC 2,4,6-13-WD-LYBC CLUB-All Age Group-Trade Your Old Lipstick & Get Special Price f",FALSE
5279,100002962,"13 20171016-10HAIR-LC 2,4,6-14-WD-LYBC CLUB-GenX+Senior-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,523,"SENSITIVE SKIN SAVIOUR! NEW Aloe Multi-Use Soothing Gel 200ml, face and body gel moisturiser that helps soothe dry, sensitive skin. Buy now: bit.ly/2xC4BR0",5,1000000298,523,Hair Care 4th Window SMS - MON - 16102017,104922,"20171016-10HAIR-LC 2,4,6-14-WD-LYBC CLUB-GenX+Senior-NPD Aloe Vera Multi Gel 200ML",FALSE
5280,100002963,"14 20171016-10HAIR-LC 2,4,6-15-WD-LYBC CLUB-GenX+Senior-Trade Your Old Lipstick & Get Special Price",ENGAGE - SMS,00:00.0,00:00.0,3170,Trade your OLD Lipstick! Tukarkan Lipstik lama Anda ke toko kami & dapatkan HARGA SPESIAL untuk Lip Palette HANYA 269k (Regular 349k) s/d 25 Oct 17. T&C Apply.,5,1000000298,3170,Hair Care 4th Window SMS - MON - 16102017,104923,"20171016-10HAIR-LC 2,4,6-15-WD-LYBC CLUB-GenX+Senior-Trade Your Old Lipstick & Get Special Price for",FALSE
5281,100002964,"15 20171016-10HAIR-LC 2,4,6-16-WD-LYBC CLUB-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,490,"Soothe dry and sensitive skin with NEW Aloe Multi-Use Soothing Gel 200ml. Moisturising agent for your skin, from head to toe. Get yours here: bit.ly/2xC4BR0",5,1000000298,490,Hair Care 4th Window SMS - MON - 16102017,104924,"20171016-10HAIR-LC 2,4,6-16-WD-LYBC CLUB-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML",FALSE
5282,100002965,"16 20171016-10HAIR-LC 2,4,6-17-WD-LYBC CLUB-Teens+Millennials-Trade Your Old Lipstick & Get Special",ENGAGE - SMS,00:00.0,00:00.0,5076,"Don't throw away your OLD Lipstick! Bring it to our store and exchange with our Lip Palette. Get Special Price for ONLY 269k (from 349k), 25 Oct 17. T&C Apply.",5,1000000298,5076,Hair Care 4th Window SMS - MON - 16102017,104925,"20171016-10HAIR-LC 2,4,6-17-WD-LYBC CLUB-Teens+Millennials-Trade Your Old Lipstick & Get Special Pri",FALSE
5283,100002966,"17 20171016-10HAIR-LC 2,4,6-18-WD-LYBC FAN-All Age Group-Reminder Body Mist",ENGAGE - SMS,00:00.0,00:00.0,2688,Feel a gentle burst of sweet fruity and fresh flower! Spray it anytime and let the scents of Strawberry/Moringa/Vanilla linger on you. Buy here: bit.ly/2yfBbIV,5,1000000298,2688,Hair Care 4th Window SMS - MON - 16102017,104926,"20171016-10HAIR-LC 2,4,6-18-WD-LYBC FAN-All Age Group-Reminder Body Mist",FALSE
5284,100002967,"18 20171016-10HAIR-LC 2,4,6-19-WD-LYBC FAN-All Age Group-Reminder Shower Gel",ENGAGE - SMS,00:00.0,00:00.0,2822,Have you tried our Shower Gel yet? Start your morning with the gorgeous Olive or British Rose scents. Choose your favorite. Shop here now: bit.ly/2hzjdYj,5,1000000298,2821,Hair Care 4th Window SMS - MON - 16102017,104927,"20171016-10HAIR-LC 2,4,6-19-WD-LYBC FAN-All Age Group-Reminder Shower Gel",FALSE
5285,100002968,"19 20171016-10HAIR-LC 2,4,6-20-WD-LYBC FAN-All Age Group-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,385,"SENSITIVE SKIN SAVIOUR! NEW Aloe Multi-Use Soothing Gel 200ml, face and body gel moisturiser that helps soothe dry, sensitive skin. Buy now: bit.ly/2xC4BR0",5,1000000298,385,Hair Care 4th Window SMS - MON - 16102017,104928,"20171016-10HAIR-LC 2,4,6-20-WD-LYBC FAN-All Age Group-NPD Aloe Vera Multi Gel 200ML",FALSE
5286,100002969,"20 20171016-10HAIR-LC 2,4,6-21-WD-LYBC FAN-All Age Group-Save 10% on Brushes with Any Purchase of Ma",ENGAGE - SMS,00:00.0,00:00.0,935,"All of our Make-Up Brushes are 100% Vegan and Cruelty Free. DISC 10% on Brushes with any purchase of Make-Up, s/d 25 Oct 17. T&C Apply. Buy now: bit.ly/2fAbN9Z",5,1000000298,935,Hair Care 4th Window SMS - MON - 16102017,104929,"20171016-10HAIR-LC 2,4,6-21-WD-LYBC FAN-All Age Group-Save 10% on Brushes with Any Purchase of Make",FALSE
5287,100002970,"21 20171016-10HAIR-LC 2,4,6-22-WD-LYBC FAN-All Age Group-Trade Your Old Lipstick & Get Special Price",ENGAGE - SMS,00:00.0,00:00.0,9504,Trade your OLD Lipstick! Tukarkan Lipstik lama Anda ke toko kami & dapatkan HARGA SPESIAL untuk Lip Palette HANYA 269k (Regular 349k) s/d 25 Oct 17. T&C Apply.,5,1000000298,9503,Hair Care 4th Window SMS - MON - 16102017,104930,"20171016-10HAIR-LC 2,4,6-22-WD-LYBC FAN-All Age Group-Trade Your Old Lipstick & Get Special Price fo",FALSE
5288,100002971,"22 20171016-10HAIR-LC 2,4,6-23-WD-LYBC FAN-GenX+Senior-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,288,"SENSITIVE SKIN SAVIOUR! NEW Aloe Multi-Use Soothing Gel 200ml, face and body gel moisturiser that helps soothe dry, sensitive skin. Buy now: bit.ly/2xC4BR0",5,1000000298,287,Hair Care 4th Window SMS - MON - 16102017,104931,"20171016-10HAIR-LC 2,4,6-23-WD-LYBC FAN-GenX+Senior-NPD Aloe Vera Multi Gel 200ML",FALSE
5289,100002972,"23 20171016-10HAIR-LC 2,4,6-24-WD-LYBC FAN-GenX+Senior-Trade Your Old Lipstick & Get Special Price f",ENGAGE - SMS,00:00.0,00:00.0,2996,Trade your OLD Lipstick! Tukarkan Lipstik lama Anda ke toko kami & dapatkan HARGA SPESIAL untuk Lip Palette HANYA 269k (Regular 349k) s/d 25 Oct 17. T&C Apply.,5,1000000298,2996,Hair Care 4th Window SMS - MON - 16102017,104932,"20171016-10HAIR-LC 2,4,6-24-WD-LYBC FAN-GenX+Senior-Trade Your Old Lipstick & Get Special Price for",FALSE
5290,100002973,"24 20171016-10HAIR-LC 2,4,6-25-WD-LYBC FAN-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML",ENGAGE - SMS,00:00.0,00:00.0,168,"Soothe dry and sensitive skin with NEW Aloe Multi-Use Soothing Gel 200ml. Moisturising agent for your skin, from head to toe. Get yours here: bit.ly/2xC4BR0",5,1000000298,168,Hair Care 4th Window SMS - MON - 16102017,104933,"20171016-10HAIR-LC 2,4,6-25-WD-LYBC FAN-Teens+Millennials-NPD Aloe Vera Multi Gel 200ML",FALSE
5291,100002974,"25 20171016-10HAIR-LC 2,4,6-26-WD-LYBC FAN-Teens+Millennials-Trade Your Old Lipstick & Get Special P",ENGAGE - SMS,00:00.0,00:00.0,2456,"Don't throw away your OLD Lipstick! Bring it to our store and exchange with our Lip Palette. Get Special Price for ONLY 269k (from 349k), 25 Oct 17. T&C Apply.",5,1000000298,2455,Hair Care 4th Window SMS - MON - 16102017,104934,"20171016-10HAIR-LC 2,4,6-26-WD-LYBC FAN-Teens+Millennials-Trade Your Old Lipstick & Get Special Pric",FALSE
5294,100003015,Hair Care 4th Window Push Notification - WED - 18102017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,82991,Make Shower Time FUN Again With Banana!,5,1000000302,80893,Hair Care 4th Window Push Notification - WED - 18102017,105446,20171018-4-10HAIR-ALL-ALL AGE GROUP-WE/WD-Push Notification #4,FALSE
5295,100002978,"1 20171019-10HAIR-LC -1,3,5-1-WE-LYBC CLUB-All Age Group-NPD Banana Range",ENGAGE - SMS,00:00.0,00:00.0,11449,Over-exposing your hair to heat? Try the NEW Banana Hair Care range to nourished your hair and leaving you with beautiful results. Buy now: bit.ly/2gtLmAi,5,1000000301,11449,Hair Care 5th Window SMS - THU - 19102017,105361,20171019-10HAIR-LC -1 3 5-1-WE-LYBC CLUB-All Age Group-NPD Banana Range,FALSE
5302,100002985,"8 20171019-10HAIR-LC -1,3,5-8-WE-LYBC FAN-All Age Group-NPD Banana Range",ENGAGE - SMS,00:00.0,00:00.0,542,Over-exposing your hair to heat? Try the NEW Banana Hair Care range to nourished your hair and leaving you with beautiful results. Buy now: bit.ly/2gtLmAi,5,1000000301,542,Hair Care 5th Window SMS - THU - 19102017,105368,20171019-10HAIR-LC -1 3 5-8-WE-LYBC FAN-All Age Group-NPD Banana Range,FALSE
5307,100002990,"13 20171019-10HAIR-LC -2,4,6-13-WE-LYBC CLUB-All Age Group-NPD Fuji Green Tea Shampoo + Conditioner",ENGAGE - SMS,00:00.0,00:00.0,41346,"Make shower time fun with Fuji Green Tea shampoo & Conditioner. Suitable for normal to oily hair, 100% vegan with green tea from Japan. Buy now: bit.ly/2kFoZw1",5,1000000301,41343,Hair Care 5th Window SMS - THU - 19102017,105373,20171019-10HAIR-LC -2 4 6-13-WE-LYBC CLUB-All Age Group-NPD Fuji Green Tea Shampoo + Conditioner Ben,FALSE
5308,100002991,"14 20171019-10HAIR-LC -2,4,6-14-WE-LYBC CLUB-All Age Group-NPD Green Tea Hair Scrub Disc 10%",ENGAGE - SMS,00:00.0,00:00.0,1990,Discover the secret for your beautiful hair with our NEW Green Tea Hair Scrub & enjoy 10% DISC s/d 25 Oct 17. T&C Apply. Get yours here: bit.ly/2x9of8q,5,1000000301,1990,Hair Care 5th Window SMS - THU - 19102017,105374,20171019-10HAIR-LC -2 4 6-14-WE-LYBC CLUB-All Age Group-NPD Green Tea Hair Scrub Disc 10%,FALSE
5309,100002992,"15 20171019-10HAIR-LC -2,4,6-15-WE-LYBC CLUB-All Age Group-Point Redemption Body Mist",ENGAGE - SMS,00:00.0,00:00.0,240,"Get your favorite scents with points! Redeem our selected Body Mist 100ml with 130 points, s/d Dec 2017. T&C Apply. Don't be late! Redeem here: bit.ly/2x9MiiH",5,1000000301,240,Hair Care 5th Window SMS - THU - 19102017,105375,20171019-10HAIR-LC -2 4 6-15-WE-LYBC CLUB-All Age Group-Point Redemption Body Mist,FALSE
5310,100002993,"16 20171019-10HAIR-LC -2,4,6-16-WE-LYBC CLUB-All Age Group-Point Redemption Conditioner Rainforest",ENGAGE - SMS,00:00.0,00:00.0,3370,"Get a beautiful healthy hair with your points! Redeem our Rainforest Conditioner 250ml with 70 points, s/d Dec 2017. T&C Apply. Redeem here now: bit.ly/2xVxHeP",5,1000000301,3369,Hair Care 5th Window SMS - THU - 19102017,105376,20171019-10HAIR-LC -2 4 6-16-WE-LYBC CLUB-All Age Group-Point Redemption Conditioner Rainforest,FALSE
5311,100002994,"17 20171019-10HAIR-LC -2,4,6-17-WE-LYBC CLUB-All Age Group-Save 10% on Brushes with Any Purchase of",ENGAGE - SMS,00:00.0,00:00.0,5035,"Apply makeup like a pro with our cruelty-free brushes! Get 10% DISC on brushes with any purchase of makeup, s/d 25 Oct 17. T&C Apply. Shop now: bit.ly/2kiPCae",5,1000000301,5033,Hair Care 5th Window SMS - THU - 19102017,105377,20171019-10HAIR-LC -2 4 6-17-WE-LYBC CLUB-All Age Group-Save 10% on Brushes with Any Purchase of Mak,FALSE
5312,100002995,"18 20171019-10HAIR-LC -2,4,6-18-WE-LYBC CLUB-GenX+Senior-NPD Banana Range",ENGAGE - SMS,00:00.0,00:00.0,8665,Got dry and frizzy hair? Try NEW Banana Hair Care range! Made from banana puree that will leaves your hair feeling intensely nourished. Buy now: bit.ly/2gtLmAi,5,1000000301,8665,Hair Care 5th Window SMS - THU - 19102017,105378,20171019-10HAIR-LC -2 4 6-18-WE-LYBC CLUB-GenX+Senior-NPD Banana Range,FALSE
5313,100002996,"19 20171019-10HAIR-LC -2,4,6-19-WE-LYBC CLUB-GenX+Senior-NPD Green Tea Hair Scrub Disc 10%",ENGAGE - SMS,00:00.0,00:00.0,892,Discover the secret for your beautiful hair with our NEW Green Tea Hair Scrub & enjoy 10% DISC s/d 25 Oct 17. T&C Apply. Get yours here: bit.ly/2x9of8q,5,1000000301,892,Hair Care 5th Window SMS - THU - 19102017,105379,20171019-10HAIR-LC -2 4 6-19-WE-LYBC CLUB-GenX+Senior-NPD Green Tea Hair Scrub Disc 10%,FALSE
5314,100002997,"20 20171019-10HAIR-LC -2,4,6-20-WE-LYBC CLUB-Teens+Millennials-NPD Banana Range",ENGAGE - SMS,00:00.0,00:00.0,14963,Say HELLO to our NEW Banana Hair Care! Use the full range to nourished your normal to dry hair. Get healthy hair from root to tip. Buy now: bit.ly/2gtLmAi,5,1000000301,14963,Hair Care 5th Window SMS - THU - 19102017,105380,20171019-10HAIR-LC -2 4 6-20-WE-LYBC CLUB-Teens+Millennials-NPD Banana Range,FALSE
5315,100002998,"21 20171019-10HAIR-LC -2,4,6-21-WE-LYBC CLUB-Teens+Millennials-NPD Green Tea Hair Scrub Disc 10%",ENGAGE - SMS,00:00.0,00:00.0,769,"DISC 10% for NEW Green Tea Hair Scrub. Inspired by the nature and is a mix of Japanese green tea, mint & salt crystals. T&C Apply. Shop now: bit.ly/2x9of8q",5,1000000301,769,Hair Care 5th Window SMS - THU - 19102017,105381,20171019-10HAIR-LC -2 4 6-21-WE-LYBC CLUB-Teens+Millennials-NPD Green Tea Hair Scrub Disc 10%,FALSE
5316,100002999,"22 20171019-10HAIR-LC -2,4,6-22-WE-LYBC FAN-All Age Group-NPD Aloe Multi Gel",ENGAGE - SMS,00:00.0,00:00.0,7130,"Soothing & Moisturising agent from head to toe! Try our NEW Aloe Multi-Use Shooting Gel to moisturise your face, body and hair. Get yours here: bit.ly/2y9d2V6",5,1000000301,7130,Hair Care 5th Window SMS - THU - 19102017,105382,20171019-10HAIR-LC -2 4 6-22-WE-LYBC FAN-All Age Group-NPD Aloe Multi Gel,FALSE
